size,codigo_distrito,parking,codigo_tipo,piscina,total_rooms,price
140.0,55,0,2,0,5,1080.0
84.0,69,0,5,0,3,1350.0
65.0,36,0,2,0,4,600.0
70.0,70,1,4,0,2,900.0
60.0,69,0,2,0,2,700.0
55.0,69,0,2,0,2,990.0
60.0,70,1,2,0,3,1450.0
60.0,70,1,2,0,3,1450.0
256.0,17,0,7,0,6,1000.0
71.0,69,0,2,0,3,900.0
75.0,69,0,2,0,5,1000.0
127.0,44,1,5,0,5,1150.0
140.0,69,0,2,0,2,2000.0
106.0,46,1,2,1,5,1100.0
80.0,69,0,2,0,3,825.0
77.0,62,1,2,0,4,905.0
115.0,70,0,2,0,5,1200.0
50.0,69,0,2,0,2,650.0
50.0,30,1,2,0,2,560.0
120.0,66,0,2,0,5,1390.0
100.0,60,0,2,0,4,900.0
130.0,57,0,2,0,6,1100.0
65.0,70,1,2,1,2,900.0
110.0,69,0,5,0,4,1350.0
145.0,60,0,2,0,5,1500.0
45.0,69,0,2,0,2,750.0
405.0,52,1,7,1,9,4900.0
58.0,18,0,2,0,2,420.0
70.0,57,0,2,0,4,850.0
90.0,56,0,2,0,4,795.0
59.0,70,0,2,0,4,1050.0
80.0,40,1,2,0,3,450.0
140.0,6,1,3,1,7,699.0
85.0,69,0,5,0,5,1200.0
83.0,66,0,2,0,4,1700.0
130.0,69,0,2,0,4,2650.0
85.0,66,0,2,0,3,950.0
40.0,55,0,1,1,1,575.0
120.0,70,1,2,0,5,1100.0
170.0,70,1,2,0,4,2400.0
104.0,18,0,7,0,5,700.0
382.0,36,1,7,1,10,4000.0
145.0,69,0,2,0,5,1600.0
120.0,3,1,7,0,6,725.0
90.0,69,0,4,1,4,900.0
75.0,69,0,2,0,3,1099.0
60.0,66,0,2,0,2,850.0
60.0,69,0,2,0,3,860.0
130.0,48,0,3,0,6,1200.0
72.0,66,0,2,0,3,850.0
55.0,55,1,2,1,2,600.0
103.0,69,0,2,0,6,1100.0
80.0,70,0,2,0,4,1230.0
50.0,39,0,5,0,2,650.0
90.0,48,0,2,0,4,720.0
75.0,57,0,2,0,4,710.0
315.0,52,1,7,1,9,3500.0
162.0,25,1,3,0,4,750.0
120.0,6,1,7,0,5,600.0
70.0,69,0,2,0,3,1100.0
50.0,70,1,2,1,2,999.0
150.0,69,0,2,0,4,1600.0
78.0,66,0,2,0,4,1100.0
60.0,70,0,2,0,2,850.0
159.0,29,0,3,1,7,1300.0
85.0,66,1,2,0,2,790.0
218.0,14,0,6,1,5,950.0
132.0,69,0,2,0,5,1100.0
95.0,66,0,2,0,5,900.0
65.0,70,1,2,1,2,950.0
102.0,38,1,2,0,4,850.0
50.0,69,0,2,0,2,650.0
96.0,60,0,2,0,5,990.0
140.0,27,0,3,1,5,900.0
203.0,60,1,2,0,7,1750.0
160.0,60,0,2,0,6,1550.0
84.0,56,1,2,0,3,750.0
110.0,55,1,2,0,6,850.0
54.0,57,0,2,0,3,640.0
80.0,55,1,2,0,4,750.0
75.0,70,1,2,1,3,1100.0
100.0,66,0,2,0,5,1350.0
86.0,66,0,2,0,5,1450.0
115.0,69,0,2,0,5,1500.0
100.0,57,0,2,0,6,1000.0
100.0,19,1,2,1,5,800.0
115.0,69,0,2,0,4,1100.0
89.0,48,0,2,0,3,800.0
75.0,70,1,2,0,4,900.0
40.0,69,0,1,0,1,600.0
130.0,69,0,2,0,4,1050.0
145.0,62,1,4,1,8,1550.0
