size,codigo_distrito,parking,codigo_tipo,piscina,total_rooms,price
80.0,6,1,2,0,2,599.0
115.0,65,0,2,0,5,1100.0
100.0,70,1,5,0,4,2400.0
93.0,69,0,2,0,4,970.0
81.0,39,0,2,0,4,530.0
91.0,70,1,4,0,5,1500.0
65.0,65,1,2,0,3,850.0
110.0,65,0,2,0,4,750.0
90.0,53,1,2,1,5,800.0
40.0,60,0,1,0,1,800.0
290.0,21,1,7,1,7,1800.0
70.0,62,0,2,0,3,850.0
92.0,55,1,2,0,5,960.0
102.0,62,1,2,0,5,1100.0
60.0,69,0,2,0,3,1000.0
75.0,69,0,2,0,3,1600.0
120.0,66,0,2,0,4,2500.0
98.0,55,1,5,1,5,1025.0
70.0,42,1,2,1,4,750.0
90.0,62,1,2,1,4,1000.0
127.0,42,1,5,1,5,1190.0
350.0,7,1,6,1,8,1999.0
76.0,69,0,2,0,2,1000.0
419.0,63,1,7,1,11,5000.0
125.0,70,0,2,0,5,1200.0
110.0,57,0,2,0,6,800.0
206.0,55,1,2,0,8,1250.0
70.0,69,0,2,0,3,875.0
85.0,60,0,2,0,2,850.0
65.0,62,0,2,0,3,800.0
93.0,36,0,2,0,5,675.0
95.0,70,0,2,0,5,950.0
50.0,69,0,2,0,2,650.0
135.0,60,0,2,0,5,2000.0
55.0,55,0,2,1,2,625.0
70.0,69,0,5,0,2,1375.0
112.0,70,1,2,0,5,1650.0
75.0,65,1,2,0,3,750.0
249.0,69,1,5,0,8,4950.0
92.0,55,0,2,0,5,880.0
69.0,66,0,2,0,3,1000.0
175.0,62,0,2,0,7,1550.0
178.0,65,1,2,0,6,1800.0
142.0,25,1,3,0,7,1300.0
60.0,26,0,2,0,3,650.0
80.0,44,1,2,1,4,750.0
90.0,48,0,2,0,6,800.0
121.0,66,0,2,0,6,1000.0
358.0,60,1,2,0,9,2600.0
371.0,63,1,6,1,9,4000.0
110.0,48,1,2,0,4,1200.0
106.0,65,0,2,0,4,1200.0
60.0,70,1,2,0,2,900.0
40.0,70,0,2,0,2,650.0
60.0,69,0,2,0,2,745.0
121.0,60,0,2,0,5,1200.0
145.0,38,1,5,0,4,750.0
85.0,65,0,2,0,3,1000.0
125.0,62,0,2,0,6,1300.0
50.0,38,0,2,0,2,550.0
170.0,69,0,5,0,5,3000.0
121.0,69,0,2,0,4,1550.0
65.0,62,0,2,0,3,750.0
55.0,69,0,2,0,2,850.0
85.0,38,0,2,0,6,950.0
110.0,60,0,2,0,4,900.0
83.0,56,1,5,0,3,1200.0
75.0,38,0,2,0,4,700.0
121.0,60,0,2,0,5,1200.0
115.0,38,1,2,1,5,987.0
140.0,69,0,2,0,6,1300.0
110.0,50,1,2,1,5,830.0
668.0,52,1,7,1,8,4000.0
110.0,69,0,2,0,4,1100.0
40.0,66,0,2,0,2,700.0
148.0,52,0,5,1,5,2200.0
90.0,55,0,2,0,3,750.0
251.0,52,1,7,1,6,2500.0
49.0,55,1,2,1,2,600.0
100.0,66,0,2,0,5,990.0
98.0,48,0,2,0,5,850.0
98.0,55,1,2,1,5,970.0
53.0,50,0,2,0,3,750.0
125.0,62,0,2,0,5,1350.0
165.0,6,1,3,0,5,850.0
50.0,70,0,2,0,3,850.0
81.0,57,0,2,0,5,900.0
90.0,65,1,2,0,4,900.0
119.0,55,1,2,0,4,800.0
66.0,62,0,2,0,4,990.0
72.0,55,0,2,1,3,850.0
70.0,69,0,2,0,4,1100.0
70.0,36,0,2,0,3,550.0
60.0,69,0,2,0,2,1000.0
96.0,69,0,2,0,4,950.0
115.0,38,1,2,1,5,986.0
69.0,38,1,2,0,3,690.0
220.0,69,0,2,0,7,2600.0
154.0,70,1,2,1,6,2100.0
50.0,64,1,2,1,2,650.0
72.0,38,0,2,0,4,750.0
66.0,66,0,2,0,2,970.0
57.0,55,1,2,1,2,650.0
60.0,69,0,2,0,3,600.0
95.0,47,1,2,1,5,950.0
75.0,69,0,2,0,3,800.0
49.0,65,0,2,1,3,740.0
60.0,69,0,5,0,2,1500.0
54.0,65,0,2,0,2,800.0
160.0,45,1,7,0,7,2150.0
70.0,20,1,2,0,5,698.0
96.0,38,0,2,0,4,750.0
215.0,21,1,7,1,8,2500.0
102.0,66,0,2,0,5,1600.0
381.0,14,0,5,0,15,4000.0
347.0,54,1,7,1,8,3000.0
85.0,47,1,2,1,4,995.0
103.0,65,0,2,0,4,1110.0
75.0,70,1,2,0,4,1200.0
118.0,70,0,3,0,5,1825.0
100.0,19,1,2,1,5,800.0
160.0,11,0,6,0,7,900.0
99.0,36,0,2,0,4,650.0
45.0,6,0,1,0,1,300.0
182.0,69,1,2,0,6,2000.0
90.0,65,1,2,0,4,1000.0
120.0,60,0,2,0,5,970.0
80.0,55,0,2,1,4,805.0
201.0,52,1,7,1,8,1900.0
450.0,54,1,5,1,7,4000.0
212.0,14,1,7,1,8,2200.0
76.0,69,0,2,0,3,800.0
95.0,57,0,2,0,6,1050.0
125.0,11,0,5,0,5,850.0
43.0,69,0,2,0,2,900.0
40.0,69,0,1,0,1,600.0
65.0,70,1,2,0,3,1450.0
225.0,6,0,7,0,3,1300.0
40.0,66,0,2,0,2,700.0
83.0,6,0,2,0,4,600.0
55.0,57,0,2,0,3,700.0
50.0,70,1,2,1,2,900.0
107.0,55,1,2,1,5,1000.0
65.0,48,0,2,0,4,1100.0
57.0,55,1,2,1,2,650.0
274.0,54,1,5,1,8,4500.0
135.0,57,1,2,0,6,1300.0
60.0,69,0,1,0,1,900.0
98.0,55,0,5,1,5,965.0
50.0,64,1,2,1,2,650.0
134.0,60,0,2,0,5,1400.0
58.0,66,0,2,0,2,800.0
80.0,62,1,2,0,4,795.0
41.0,48,0,2,0,2,650.0
85.0,66,0,2,0,3,950.0
130.0,60,0,2,0,5,1400.0
70.0,69,0,2,0,3,1100.0
110.0,45,1,2,1,5,1000.0
97.0,66,0,2,1,5,995.0
60.0,55,1,2,1,2,650.0
63.0,70,0,2,0,3,920.0
90.0,62,0,2,0,3,850.0
65.0,66,0,2,0,3,950.0
60.0,38,0,2,0,4,850.0
120.0,29,1,2,1,5,1100.0
135.0,70,0,1,0,2,1850.0
95.0,69,0,2,0,4,1500.0
86.0,69,0,2,0,3,1350.0
47.0,41,1,2,0,2,475.0
145.0,45,1,2,1,6,1200.0
88.0,65,1,2,0,4,1050.0
55.0,70,0,2,0,3,680.0
340.0,2,1,6,1,7,1900.0
121.0,6,0,2,0,5,550.0
80.0,69,0,2,0,3,925.0
225.0,39,1,7,1,6,2200.0
70.0,55,1,2,0,4,700.0
160.0,60,0,2,0,6,1550.0
43.0,69,0,2,0,2,750.0
150.0,14,0,7,1,7,1100.0
73.0,69,0,2,0,2,900.0
115.0,70,1,2,0,5,1200.0
66.0,70,0,1,0,1,800.0
120.0,66,0,2,0,5,1400.0
310.0,15,1,7,1,9,2500.0
400.0,54,1,7,1,11,4000.0
60.0,69,0,2,0,2,825.0
50.0,55,1,2,1,2,630.0
60.0,60,0,2,0,2,800.0
65.0,42,0,2,0,4,575.0
110.0,57,1,5,0,6,950.0
130.0,69,0,2,0,5,1200.0
121.0,18,0,7,0,5,800.0
47.0,67,0,2,0,2,650.0
75.0,60,0,2,0,4,850.0
65.0,70,1,2,1,2,900.0
90.0,66,0,3,0,4,1200.0
70.0,60,0,2,0,4,850.0
55.0,38,0,2,0,2,650.0
494.0,63,1,7,1,12,5000.0
120.0,64,0,2,1,7,1300.0
100.0,57,0,2,0,6,1000.0
200.0,65,1,2,0,7,3500.0
200.0,37,1,5,1,8,2500.0
110.0,62,0,2,1,5,1400.0
75.0,58,1,7,0,3,800.0
64.0,67,1,2,1,2,750.0
70.0,69,0,2,0,4,1550.0
92.0,55,0,2,0,5,900.0
120.0,38,1,2,1,5,988.0
78.0,66,0,2,0,4,900.0
129.0,66,0,2,0,6,1200.0
120.0,49,0,7,1,5,1150.0
173.0,15,1,7,0,6,900.0
90.0,69,0,5,0,3,1300.0
350.0,7,1,7,0,8,2500.0
116.0,18,0,2,0,5,620.0
140.0,69,1,2,0,6,1300.0
115.0,70,1,2,1,2,900.0
82.0,70,0,2,0,4,900.0
30.0,41,1,1,0,1,375.0
90.0,60,0,2,0,4,850.0
