size,codigo_distrito,parking,codigo_tipo,piscina,total_rooms,price
110.0,57,0,2,0,6,800.0
73.0,69,0,4,0,3,1050.0
90.0,48,0,2,0,4,720.0
87.0,57,0,2,0,4,750.0
112.0,57,1,2,0,5,1600.0
380.0,54,1,7,1,7,3000.0
184.0,60,1,2,0,8,2350.0
85.0,69,0,5,0,5,1200.0
121.0,60,0,2,0,5,1200.0
106.0,46,1,2,1,5,1100.0
45.0,66,0,2,0,2,700.0
400.0,54,1,7,1,11,4000.0
450.0,54,1,5,1,7,4000.0
90.0,57,0,2,0,6,800.0
145.0,45,1,2,1,6,1200.0
112.0,57,1,2,0,5,1600.0
121.0,60,0,2,0,5,1200.0
333.0,52,1,7,1,10,2500.0
75.0,69,0,2,0,2,1000.0
60.0,60,0,2,0,2,800.0
95.0,57,0,2,0,6,1050.0
40.0,69,0,2,0,2,890.0
123.0,69,0,2,0,5,950.0
152.0,48,0,2,0,7,1300.0
240.0,33,1,7,1,8,2350.0
347.0,52,1,7,1,9,2900.0
100.0,70,0,2,0,5,1200.0
136.0,69,0,4,0,7,2000.0
71.0,57,0,2,0,4,750.0
419.0,63,1,7,1,11,5000.0
80.0,69,1,2,0,3,900.0
410.0,37,1,5,1,8,3000.0
75.0,65,0,2,0,4,900.0
55.0,55,0,2,1,2,625.0
206.0,55,1,2,0,8,1250.0
80.0,69,0,2,0,4,1100.0
60.0,69,0,2,0,2,550.0
50.0,69,0,2,0,3,600.0
60.0,69,0,2,0,3,600.0
170.0,70,1,5,0,6,2950.0
90.0,70,0,2,0,5,1000.0
103.0,62,0,5,1,4,1350.0
47.0,41,1,2,0,2,475.0
115.0,70,0,2,0,5,1200.0
232.0,32,1,7,1,6,2500.0
130.0,48,0,3,0,6,1200.0
71.0,57,0,2,0,4,750.0
110.0,62,0,5,0,4,1300.0
77.0,62,1,2,0,4,905.0
43.0,69,0,2,0,2,900.0
180.0,9,1,6,0,7,850.0
382.0,36,1,7,1,10,4000.0
184.0,69,0,2,0,7,3000.0
35.0,56,0,1,0,1,550.0
55.0,69,0,2,0,2,850.0
72.0,66,0,2,0,3,750.0
91.0,60,0,2,0,4,950.0
260.0,60,0,2,0,8,1800.0
73.0,70,0,2,0,2,800.0
112.0,69,0,2,0,7,1500.0
290.0,21,1,7,1,7,1800.0
73.0,66,0,2,0,5,990.0
145.0,70,1,2,0,5,1500.0
347.0,25,1,7,1,7,3000.0
109.0,62,1,5,1,4,1500.0
60.0,69,0,2,0,2,700.0
137.0,70,1,2,1,3,1500.0
110.0,70,0,2,0,5,1300.0
95.0,69,0,2,0,4,1100.0
60.0,38,0,2,0,2,500.0
119.0,66,1,2,1,4,1700.0
140.0,69,0,2,0,6,1400.0
145.0,69,0,2,0,5,1600.0
55.0,69,0,2,0,2,750.0
75.0,26,0,3,0,4,650.0
91.0,69,0,2,0,5,1500.0
110.0,69,0,2,0,3,1300.0
105.0,69,0,5,0,4,1150.0
155.0,69,0,4,0,7,2000.0
65.0,42,1,4,0,4,650.0
274.0,54,1,5,1,8,4500.0
50.0,66,0,2,0,2,550.0
86.0,69,0,2,0,3,750.0
86.0,69,0,2,0,3,700.0
171.0,70,1,2,0,7,2500.0
114.0,69,0,5,0,6,2500.0
98.0,55,0,2,1,5,935.0
98.0,55,0,5,1,5,965.0
80.0,55,0,2,1,4,820.0
165.0,69,1,2,0,4,2600.0
182.0,69,1,2,0,6,2000.0
321.0,60,1,2,0,8,2700.0
65.0,66,0,2,0,3,950.0
400.0,63,1,7,1,8,4000.0
137.0,41,1,7,1,5,750.0
220.0,12,1,3,1,7,1200.0
62.0,66,0,2,0,2,865.0
60.0,55,1,2,1,2,800.0
70.0,65,0,2,0,3,950.0
151.0,18,1,7,0,6,750.0
90.0,66,0,2,0,3,1000.0
80.0,62,0,2,0,3,820.0
95.0,56,0,2,1,5,1200.0
55.0,69,0,2,0,2,990.0
150.0,62,1,2,1,5,1400.0
177.0,69,0,2,0,6,1800.0
134.0,60,0,2,0,5,1400.0
55.0,55,1,2,1,2,600.0
110.0,69,0,2,0,4,1100.0
300.0,15,1,7,1,9,2500.0
96.0,38,0,2,0,4,750.0
140.0,69,0,2,0,2,2000.0
420.0,70,1,7,1,11,4500.0
70.0,69,0,2,0,3,875.0
350.0,7,1,7,0,8,2500.0
150.0,69,0,2,0,4,1600.0
60.0,55,1,2,1,2,650.0
76.0,62,1,2,0,3,1200.0
284.0,52,1,7,1,6,3950.0
160.0,69,0,2,0,4,2500.0
55.0,69,0,2,0,2,850.0
55.0,69,0,2,0,2,850.0
72.0,57,0,2,0,3,650.0
90.0,65,0,2,0,4,800.0
90.0,69,0,2,0,3,1200.0
85.0,57,0,2,0,4,850.0
110.0,62,0,2,1,5,1400.0
40.0,70,0,1,1,1,800.0
100.0,66,0,2,0,5,1350.0
57.0,55,1,2,1,2,650.0
93.0,48,0,2,0,4,850.0
97.0,70,1,5,0,4,2300.0
66.0,62,0,2,0,4,990.0
236.0,26,0,7,0,5,1000.0
106.0,38,1,2,1,5,826.0
200.0,17,1,6,1,6,1500.0
170.0,69,0,5,0,5,3000.0
170.0,69,0,2,0,4,1915.0
96.0,69,0,2,0,4,950.0
200.0,65,1,2,0,7,3500.0
66.0,70,0,1,0,1,800.0
150.0,69,0,2,0,6,1800.0
100.0,70,0,2,0,5,1200.0
78.0,66,0,2,0,4,900.0
120.0,60,0,2,0,5,993.0
58.0,56,0,2,0,3,850.0
116.0,18,0,2,0,5,620.0
668.0,52,1,7,1,8,4000.0
72.0,55,0,2,1,3,850.0
57.0,55,1,2,1,2,625.0
50.0,62,0,2,1,2,792.0
50.0,62,0,2,1,2,820.0
115.0,69,0,2,0,5,1500.0
183.0,18,1,7,0,7,1500.0
120.0,69,0,2,0,2,2000.0
55.0,55,0,2,1,2,650.0
110.0,69,0,2,0,5,990.0
149.0,60,0,2,0,5,1450.0
125.0,70,0,2,0,6,1200.0
135.0,60,0,2,0,5,2000.0
90.0,55,0,2,0,3,750.0
90.0,55,0,2,0,3,750.0
100.0,69,0,2,0,3,950.0
110.0,62,1,5,1,4,1350.0
65.0,48,0,2,0,4,1100.0
55.0,65,0,2,0,2,950.0
130.0,69,0,2,0,4,2650.0
65.0,69,0,2,0,3,650.0
60.0,70,1,2,0,3,1450.0
60.0,70,1,2,0,3,1450.0
130.0,69,0,3,0,5,2700.0
115.0,69,0,2,0,4,1500.0
86.0,66,0,2,0,5,1450.0
50.0,64,1,2,1,2,650.0
50.0,57,0,2,0,3,750.0
350.0,7,1,6,1,8,1999.0
350.0,7,1,7,1,8,1999.0
122.0,69,0,2,0,5,1700.0
130.0,57,0,2,0,6,1100.0
125.0,70,0,2,0,6,1200.0
125.0,70,0,2,0,6,1200.0
120.0,66,0,2,0,4,2500.0
360.0,52,1,7,1,8,3500.0
70.0,69,0,2,0,4,1500.0
64.0,69,0,5,0,5,1640.0
405.0,52,1,7,1,9,4900.0
65.0,70,1,2,0,3,1450.0
40.0,55,1,1,1,1,525.0
40.0,55,1,1,1,1,500.0
85.0,69,0,2,0,2,1400.0
50.0,69,0,1,0,1,650.0
185.0,70,0,2,0,8,1500.0
225.0,39,1,7,1,6,2200.0
60.0,69,0,2,0,2,850.0
90.0,69,0,2,0,4,1500.0
45.0,69,0,2,0,2,850.0
449.0,63,1,7,1,8,5300.0
50.0,57,0,1,0,1,550.0
57.0,55,1,2,1,2,650.0
212.0,14,1,7,1,8,2200.0
145.0,38,1,5,0,4,750.0
55.0,60,1,2,0,2,790.0
100.0,66,0,2,0,5,1350.0
40.0,55,0,1,1,1,575.0
50.0,64,1,2,1,2,650.0
75.0,69,0,2,0,3,1600.0
250.0,33,1,7,1,6,2000.0
110.0,69,0,5,0,4,1350.0
50.0,69,0,2,0,2,650.0
50.0,69,0,2,0,2,1100.0
40.0,60,0,1,0,1,800.0
68.0,69,0,2,0,2,950.0
170.0,69,0,5,0,7,1900.0
65.0,70,1,2,1,2,900.0
120.0,6,1,7,0,5,600.0
140.0,6,1,3,1,7,699.0
62.0,6,0,2,0,2,550.0
120.0,6,0,7,0,5,500.0
143.0,6,0,7,1,6,700.0
70.0,6,0,2,0,3,500.0
80.0,6,1,2,0,2,599.0
58.0,6,0,2,0,3,450.0
120.0,6,0,2,0,5,650.0
120.0,6,0,7,1,6,575.0
121.0,6,0,2,0,5,550.0
140.0,6,1,7,1,6,725.0
165.0,6,1,3,0,5,850.0
170.0,5,0,7,0,4,1000.0
140.0,6,0,7,0,5,800.0
84.0,6,1,2,0,5,650.0
80.0,6,0,7,0,4,650.0
45.0,6,0,1,0,1,300.0
99.0,6,1,2,0,5,650.0
84.0,6,1,2,0,5,500.0
83.0,6,0,2,0,4,600.0
130.0,6,0,3,0,4,600.0
102.0,6,0,2,0,5,800.0
225.0,6,0,7,0,3,1300.0
