propertyCode,price,propertyType,size,rooms,bathrooms,latitude,longitude,description,status,priceByArea,topPlus,parking,poblacion / distrito,precio_area / distrito,codigo_distrito,codigo_tipo,piscina
99729548,150000.0,duplex,125.0,1,2,37.3737162,-5.9446354,"""Vivienda tipo dúplex de VPO con 91 m2 situada en la planta 2ª ocupando también la 3ª. En la planta de entrada ( planta 3ª) se sitúa hall de entrada amplio y luminoso, cocina con mucha luz, con un acceso de comunicación mediante ventanal al salón, un magnifico trastero y un aseo completo. En planta inferior (planta 2ª) se sitúan un fantástico dormitorio doble con un vestidor y un baño completo como suite, con aire acondicionado frío/calor instalado en salón, y dormitorio, carpintería exterior de aluminio lacado en blanco con Climalit y carpintería interior de puertas de paso de madera. Todas las ventanas son exteriores, con muchísima luz, ¡Tráete solamente las maletas! ya que está totalmente amueblada y lista para entrar a vivir! El edificio consta de plaza de garaje en superficie con 26 m2 que esta incluida en el precio j ÉSTA ES TU CASA ¡ No lo pienses más, TE ESTÁ ESPERANDO! Llámame y la visitaremos.  Informamos a nuestro clientes que el precio de venta no incluye lo siguiente: Honorarios de la agencia inmobiliaria, impuestos (el Impuesto de Transmisiones Patrimoniales, I. V. A. , o A. J. D. , en su caso), otros gastos de la compraventa (gastos de registro de la Propiedad, Notaría, gestoría ni de posible financiación). Documento D. I. A. a disposición del consumidor según Decreto 218/2005 Junta de Andalucía.",good,1200.0,False,1,Sevilla / Cerro Amate,1311.310924369748,38,4,0
103271936,105000.0,flat,80.0,4,2,37.3793473,-6.0601079,"Piso en primera planta sin ascensor ubicado en una zona privilegiada del aljarafe. La vivienda se compone de Salón comedor, cocina amueblada con termo eléctrico, cuatro habitaciones, 1 baño. 1 aseo, terraza de unos nueve metros cuadrados, y trastero. El inmueble ha sido reformado de forma integral desde la instalación eléctrica, tuberías de desagüe, tuberías de cobre en baño, aseo y cocina, suelo de Gres, alicatados y ventanas de aluminio Consulte sin compromiso porque en AGINSA trabajamos para encontrar lo que buscas.",good,1313.0,False,0,Castilleja de la Cuesta / Castilleja de la Cuesta,1155.0,27,2,0
103271628,220000.0,chalet,146.0,4,3,37.3139338,-6.100291,"Magnifico pareado ubicado en Almensilla en la zona La Hispalense; cercano a todo tipo de servicios en 5 minutos (supermercados, colegios, parques infantiles, guarderías.. . ).  La vivienda cuenta con 214m2 de parcela que se distribuyen en un amplio patio en forma de C rodeando toda la vivienda y contando con gran cavidad para 2 vehículos. Destinados a vivienda son 146m2 que se distribuyen en un amplio salón-comedor con chimenea, amplia cocina con despensa y acceso a patio trasero, 1 baño con placa de ducha y 1 dormitorio en la planta baja. En la planta alta se divide en 3 dormitorios, 2 de ellos con acceso a terraza y el principal con terraza independiente, y 2 baños, uno de ellos en suite.  Gastos de notaría, registro, impuestos e intermediación inmobiliaria del 2% sobre el precio de compraventa no incluidos. Dentro de los servicios inmobiliarios que se le presta a la parte compradora, está incluida la tramitación y gestión hipotecaria, consiguiendo las mejores condiciones del mercado actual. Dpto. Financiero propio. D. I. A (Documento Informativo Abreviado) a disposición del consumidor.",good,1507.0,False,1,Almensilla / Almensilla,1487.0,9,6,0
103271594,399000.0,chalet,271.0,4,2,37.3828955,-6.058401,"MÁXIMA CALIDAD DE VIDA... EL CHALET DE PLANTA BAJA QUE ESPERABAS! Impresionante chalet independiente de 621 m2 de parcela situado en la zona de Las Almenas, entre Castilleja de la Cuesta y Tomares, una zona tranquila pero a la vez cercana a todos los servicios necesarios. A la entrada desde el exterior, podemos disfrutar de una zona de árboles frutales, además si accedemos desde su lateral nos ofrece una zona de aparcamientos de 57 m2 totalmente techado.  271 m2 construidos distribuidos de la siguiente forma: PLANTA BAJA: Enorme salón con chimenea, 4 habitaciones y dos baños, cocina abierta a otro salón que también cuenta con chimenea, y un porche acristalado impresionante que te hará disfrutar del exterior aún mas. BUHARDILLA EXTRA: 57m2 diáfanos con aseo, que te darán ese extra para lo que necesites. Actualmente cuenta con grandes armarios empotrados. Espacio muy versátil, pudiendo poner desde un gran vestidor, un gimnasio, zona de ocio u otras muchas opciones. Ya en el exterior, a la salida del porche, encontramos en la parte trasera del patio una magnífica piscina para disfrutar durante los meses cálidos, que en nuestra ciudad son unos cuantos. También desde el patio lateral podemos acceder a un trastero, que nos facilitará el almacenamiento en nuestra vivienda. CALIDADES: - 2 chimeneas - 8 placas fotovoltaicas - 4 splits de aire acondicionado.  - Ventanas de aluminio lacado y mosquiteras. - Suelo laminado PVC - Armarios empotrados Su situación es privilegiada, ya que se encuentra muy cercana a Sevilla y con fácil comunicación con la autovía A49, tanto en vehículo propio como en transporte público, y a pocos minutos de zonas infantiles, centro de salud, colegios, así como a grandes centros comerciales del Aljarafe. Informamos a nuestros clientes que el precio de venta no incluye lo siguiente: Impuestos (el Impuesto de Transmisiones Patrimoniales, I. V. A. o A. J. D. , en su caso), otros gastos de la compraventa (gastos de registro de la Propiedad, Notaría, gestoría y posible tasación) y honorario de la agencia inmobiliaria al comprador. Documento F. I. A. a disposición del consumidor según Decreto 218/2005 Junta de Andalucía.",good,1472.0,False,1,Castilleja de la Cuesta / Castilleja de la Cuesta,1155.0,27,7,1
103271314,195000.0,flat,67.0,1,1,37.4006461,-5.9813737,"PEPE HOME VENDE VIVIENDA CON GARAJE Y DOS PATIOS NUEVA CONSTRUCCIÓN ATENCIÓN LEER TEXTO La vivienda actualmente está alquilada, aunque se va a quedar libre en un plazo corto de tiempo, consultar mas información.  Por ello se puede adquirir con el inquilino como inversión o esperar a que se quede libre en breve.  Inquilino al día en sus pagos, demostrable.  Se trata de una excelente vivienda construida en 2021.  Se distribuye en; Salón, cocina, una habitación, un baño y el uso privativo de dos magníficos patios.  Además de la posibilidad de adquirir una plaza de garaje en el mismo edificio, precio aparte 40.000 euros. La vivienda se vende con la cocina totalmente equipada, lavaplatos, horno, vitro, campana, lavadora, frigorífico, campana extractora, y muebles de almacenaje.  Dispone de aparatos de split en habitación y salón. En la habitación tiene un gran armario empotrado que en la foto del anuncio no aparece ( en breve la colgaremos).  Venga a visitarla sin compromiso!  Honorarios del comprador 1% mas IVA, del precio de venta.  Gastos de Notaría, registro e impuestos NO INCLUIDOS en el precio. D. I. A. (Documento Informativo Abreviado) a disposición del consumidor.",good,2910.0,False,0,Sevilla / Santa Justa - Miraflores - Cruz Roja,2343.964912280702,48,2,0
103271059,145000.0,chalet,128.0,3,2,37.3137344,-6.1171869,"""Tu hogar ideal en Almensilla: encantador pareado todas las comodidades. Esta vivienda de VPO te ofrece amplitud y luminosidad en sus dos plantas. En la superior, tres habitaciones y un baño completo. En la inferior, una cocina y un salón muy luminosos con acceso a un fantástico patio para disfrutar en familia, además de otro baño completo para tu comodidad. Con un patio delantero impecable y la conveniencia de un garaje para evitar preocupaciones al estacionar, ¡aquí encontrarás tu espacio ideal sin complicaciones"" Y no solo eso, ¡la ubicación es inmejorable! A tan solo 10 minutos de Mairena, donde puedes tomar el metro directo a Sevilla. En apenas cinco minutos más, tendrás un acceso a la S 40, brindándote una conexión rápida y conveniente a cualquier parte de la ciudad. ¿La comodidad y accesibilidad que buscabas? ¡Aquí las encuentras"".",good,1133.0,False,1,Almensilla / Almensilla,1487.0,9,3,0
103270509,121000.0,flat,68.0,3,1,37.406575,-5.980947,"Estupenda vivienda de casi 70 metros en la Macarena. Cuenta con 3 habitaciones, baño, salón-comedor. Totalmente reformado. Cocina nueva, muebles a estrenar. Novena planta del bloque que cuenta con 2 ascensores. Pegado al hospital Macarena. Zona tranquila pero cerca de las paradas de autobuses.",good,1779.0,False,0,Sevilla / Macarena,1721.5813953488373,57,2,0
103270001,245000.0,flat,62.0,2,1,37.388041,-5.9843938,"IDEAL INVERSION PLAZA SAN MARCOS! , un lugar privilegiado en el corazón de la ciudad. Este apartamento de dos dormitorios ha sido recientemente renovado y se encuentra completamente amueblado y equipado.  Su diseño a doble altura le da un toque moderno y acogedor. El salón cuenta con una cocina americana, perfecta para disfrutar de momentos en familia o con amigos. Además, el inmueble cuenta con un patio de uso exclusivo, ideal para relajarse al aire libre.  La comunidad incluye el servicio de agua. Es importante tener en cuenta que se trata de un bajo sin ascensor. Esta es una oportunidad única para vivir o invertir en una zona popular y vibrante de la ciudad. El precio no incluye gastos de compraventa ni honorarios de gestión inmobiliaria. El documento D. I. A. está disponible. Además, existe la posibilidad de financiación sin comisiones ni compromisos. ¡No pierdas la oportunidad de visitar este piso! Contacta con ALTAVISTA INMOBILIARIA SEVILLA para más informacion. ¿Necesitas financiación? No te preocupes, en ALTAVISTA INMOBILIARIA nos encargamos de todo, sin comisiones ni compromisos. Estamos aquí para ayudarte en cada paso del camino hacia tu nuevo hogar. ¡No pierdas esta increíble oportunidad! Ponte en contacto con ALTAVISTA INMOBILIARIA SEVILLA!",good,3952.0,False,0,Sevilla / Nervión,2977.234693877551,70,2,0
103266482,157000.0,flat,70.0,3,1,37.3999739,-5.9793523,"¡Tu nuevo hogar te espera en la Carretera Carmona! Este encantador piso en venta destaca con una superficie de 70 metros cuadrados que se distribuyen de manera perfecta. Con 3 habitaciones, una de ellas con armario empotrado, y un baño completo, encontrarás el espacio perfecto para tu familia. El amplio y luminoso salón comedor se abre a una terraza, ideal para disfrutar de momentos familiares inolvidables. La cocina, independiente y completamente amueblada, cuenta incluso con preinstalación de gas ciudad para mayor comodidad. Situado en la tercera planta exterior sin ascensor, este piso ofrece una ubicación inmejorable. Con servicios cercanos como supermercados, paradas de autobús, restaurantes, colegios y parques, tendrás todo lo que necesitas al alcance de la mano. Cuenta con el respaldo de nuestro asesor inmobiliario y financiero, quien estará disponible para guiarte en todo el proceso de compra. Ten en cuenta que los gastos de compra-venta y financiación no están incluidos en el precio, pero nuestra agencia se encargará de todos los trámites necesarios para que adquieras esta oportunidad única. ¡No dudes en contactarnos para obtener más información y concertar una visita! Este piso es más que una vivienda, es el inicio de una nueva etapa en tu vida. ¡Te esperamos para hacer realidad tu sueño!",good,2243.0,False,0,Sevilla / Santa Justa - Miraflores - Cruz Roja,2343.964912280702,48,2,0
99671544,1400000.0,chalet,545.0,1,0,37.3953025,-5.999478,"Ha sido siempre una ilusión construir a tu gusto una vivienda (o varias) en el centro de Sevilla? Este inmueble es todo una OPORTUNIDAD.   Ubicado en una de las calles más demandadas de Sevilla, entre el Museo de Bellas Artes y el Corte Inglés de la Campana, este solar de 192 metros cuadrados es lo que siempre has buscado. Actualmente el edifico dispone de 3 apartamentos y un pequeño local comercial a pie de calle.  Posibilidad de construir 5 apartamentos más ático.  Informamos a nuestros clientes compradores que el precio de venta no incluye lo siguiente: Honorarios de la agencia inmobiliaria, Impuestos (I. T. P. , I. V. A. o A. J. D. , en su caso) ni otros gastos de la compraventa (gastos de Registro de la Propiedad, Notaría, Gestoría ni de posible Financiación). Documento D. I. A. a disposición del consumidor según Decreto 218/2005 Junta de Andalucía.",renew,2569.0,False,0,Sevilla / Centro,3612.091836734694,69,5,0
103269391,239000.0,flat,130.0,2,2,37.3938222,-5.9549142,"Urbanización cerrada con zonas comunes muy cuidadas, amplios jardines, aparcamiento cubierto en superficie y vigilancia 24h. Magnifico piso con puerta acorazada de dos dormitorios y dos cuartos de baños uno de ellos suite, con amplio y luminoso salón-comedor y terraza. Los dormitorios son exteriores con cierre oscilobatiente y armarios empotrados. Cocina totalmente amueblada con lavadero integrado. Amplio gran ventanal con cristales de climalit, terraza y suelo laminado.  La comunidad es de 122,46€. Piso totalmente reformado. MUCHAS POSIBILIDADES POR LA AMPLITUD DE ESPACIOS, LUZ NATURAL Y UBICACION. Situado en el barrio de Santa Clara con centros comerciales cerca y 4 colegios. Zona estupenda para crear una familia. Salidas para el Aeropuerto y Santa Justa muy próximas. Paradas de autobús justo enfrente. Zona altamente demandada. Elije vivir en Santa Clara!",good,1838.0,False,0,Sevilla / Santa Clara,2123.8571428571427,45,2,0
103269514,249800.0,flat,53.0,1,1,37.3968717,-5.9873985,"FINANCIACIÓN HASTA EL 100 % INVERPLAN vende SIN COMISIÓN PARA EL COMPRADOR magnífico Piso en una planta primera de un edificio sin ascensor distribuido en 1 habitación, salón-comedor, cocina, baño, patio privativo y patio compartido. Situado en el casco histórico de Sevilla, junto a la Iglesia de San Marcos. Este inmueble se comercializa en proceso de subasta (WOW), donde el precio mínimo a pujar sería el inicial de 249.800 -€ o superior. El período para poder participar en esta subasta es hasta el día 07/12/2023. No dude en llamarnos y le informaremos de todas sus dudas.",good,4713.0,False,0,Sevilla / Centro,3612.091836734694,69,2,0
103269059,136500.0,flat,68.0,2,1,37.3757442,-6.0421898,"Espléndido piso de 68 m² situado en el centro de Tomares. Junto a Alameda de Santa Eufemia y Calle Odiel. Consta de 2 habitaciones, salón, cocina amueblada equipada con electrodomésticos, un cuarto de baño completo con placa ducha y terraza. Totalmente amueblado, exterior, buen estado de conservación, cocina reformada, aire acondicionado – calefacción en salón y habitación principal, armarios empotrados, orientación sur, ascensor, acceso y vivienda adaptados para personas con movilidad reducida, Buenas comunicaciones de carreteras, a pocos minutos del centro de Sevilla (parada de autobuses cercanas). Zona comercial próxima (supermercados, restaurantes, bancos, comercios, etc). Los honorarios de intermediación de CREAHOGAR Servicios Inmobiliarios serán de un 3% + IVA.",good,2007.0,False,0,Tomares / Santa Eufemia,1737.6666666666667,23,2,0
103268541,82000.0,flat,88.0,3,1,37.3641532,-5.9725254,"Block Inmobiliaria ofrece:  ¡OPORTUNIDAD! Estupendo piso reformado y con ascensor en venta en la Oliva, con una superficie de 88 m2 distribuidos en salón, cocina equipada, 3 dormitorios y 1 baño.  A/A Frío/calor  Armario empotrado de 8 puertas Salón y baño amueblados Terraza Buena situación, con comercios, colegios, líneas de bus y hospital Virgen del Rocío a la mano.",good,932.0,False,0,Sevilla / Cerro Amate,1311.310924369748,38,2,0
103269078,191200.0,flat,92.0,3,2,37.3140317,-5.9347937,"Jardines de Entrenucleos. Una promoción de vivienda libre situada en el Entrenúcleos, una ubicación privilegiada y en constante evolución, a tan solo 10 km. del centro de Sevilla, que experimentado un importante crecimiento en los últimos años gracias a su excelente comunicación con esta ciudad. La promoción se ubica junto a la torre Entrenúcleos que será la más alta de Sevilla y está integrada en un agradable entorno natural envidiable y una apuesta decidida por la calidad de vida, lo que la convierte en un enclave ideal para aquellas familias que busquen proyección de futuro y calidad de vida.  Características básicas:  La promoción contará con viviendas de 2 y 3 dormitorios organizadas en bloques insertados en urbanización de más de 7.500 m2 de zonas verdes y diferentes espacios de ocio formando un complejo residencial con todas las comodidades.  Una construcción de diseño contemporáneo para la que Amenabar ha contado con la experiencia y el saber hacer del prestigioso estudio Herrero-Osborne Arquitectos y U+G Arquitectura, encargados del proyecto arquitectónico.  Se trata de un edificio de viviendas diseñado buscando una mayor eficiencia para un bajo consumo energético que favorece el uso racional de la energía, cuidando al mismo tiempo el medio ambiente, la calidad y el confort climático dentro de la vivienda.  Zonas comunes:  Cada día valoramos más contar con posibilidades de esparcimiento y ocio al aire libre sin salir de nuestro hogar. Las zonas comunes se han diseñado en dos zonas únicas, donde se podrá disfrutar del entorno natural y todo tipo de actividades.  La urbanización de más de 7.000m2 tiene una cuidada vegetación compuesta por pinos mediterráneos, olivos y una gran variedad de vegetación arbustiva. Además, la urbanización cuenta con las siguientes zonas comunes privadas: piscinas, solárium, gimnasio, lobby, pádel, zona de chill-out exterior, zona de ping-pong y juegos infantiles, para seguir disfrutando de esas agradables noches de verano con la familia, amigos o en pareja.  IVA no incluido.",newdevelopment,2078.0,False,1,Dos Hermanas / Entrenúcleos,1978.3103448275863,47,5,1
103269065,206400.0,flat,96.0,3,2,37.3140317,-5.9347937,"Jardines de Entrenucleos. Una promoción de vivienda libre situada en el Entrenúcleos, una ubicación privilegiada y en constante evolución, a tan solo 10 km. del centro de Sevilla, que experimentado un importante crecimiento en los últimos años gracias a su excelente comunicación con esta ciudad. La promoción se ubica junto a la torre Entrenúcleos que será la más alta de Sevilla y está integrada en un agradable entorno natural envidiable y una apuesta decidida por la calidad de vida, lo que la convierte en un enclave ideal para aquellas familias que busquen proyección de futuro y calidad de vida.  Características básicas:  La promoción contará con viviendas de 2 y 3 dormitorios organizadas en bloques insertados en urbanización de más de 7.500 m2 de zonas verdes y diferentes espacios de ocio formando un complejo residencial con todas las comodidades.  Una construcción de diseño contemporáneo para la que Amenabar ha contado con la experiencia y el saber hacer del prestigioso estudio Herrero-Osborne Arquitectos y U+G Arquitectura, encargados del proyecto arquitectónico.  Se trata de un edificio de viviendas diseñado buscando una mayor eficiencia para un bajo consumo energético que favorece el uso racional de la energía, cuidando al mismo tiempo el medio ambiente, la calidad y el confort climático dentro de la vivienda.  Zonas comunes:  Cada día valoramos más contar con posibilidades de esparcimiento y ocio al aire libre sin salir de nuestro hogar. Las zonas comunes se han diseñado en dos zonas únicas, donde se podrá disfrutar del entorno natural y todo tipo de actividades.  La urbanización de más de 7.000m2 tiene una cuidada vegetación compuesta por pinos mediterráneos, olivos y una gran variedad de vegetación arbustiva. Además, la urbanización cuenta con las siguientes zonas comunes privadas: piscinas, solárium, gimnasio, lobby, pádel, zona de chill-out exterior, zona de ping-pong y juegos infantiles, para seguir disfrutando de esas agradables noches de verano con la familia, amigos o en pareja.  IVA no incluido.",newdevelopment,2150.0,False,1,Dos Hermanas / Entrenúcleos,1978.3103448275863,47,5,1
103269074,207300.0,flat,75.0,2,2,37.3140317,-5.9347937,"Jardines de Entrenucleos. Una promoción de vivienda libre situada en el Entrenúcleos, una ubicación privilegiada y en constante evolución, a tan solo 10 km. del centro de Sevilla, que experimentado un importante crecimiento en los últimos años gracias a su excelente comunicación con esta ciudad. La promoción se ubica junto a la torre Entrenúcleos que será la más alta de Sevilla y está integrada en un agradable entorno natural envidiable y una apuesta decidida por la calidad de vida, lo que la convierte en un enclave ideal para aquellas familias que busquen proyección de futuro y calidad de vida.  Características básicas:  La promoción contará con viviendas de 2 y 3 dormitorios organizadas en bloques insertados en urbanización de más de 7.500 m2 de zonas verdes y diferentes espacios de ocio formando un complejo residencial con todas las comodidades.  Una construcción de diseño contemporáneo para la que Amenabar ha contado con la experiencia y el saber hacer del prestigioso estudio Herrero-Osborne Arquitectos y U+G Arquitectura, encargados del proyecto arquitectónico.  Se trata de un edificio de viviendas diseñado buscando una mayor eficiencia para un bajo consumo energético que favorece el uso racional de la energía, cuidando al mismo tiempo el medio ambiente, la calidad y el confort climático dentro de la vivienda.  Zonas comunes:  Cada día valoramos más contar con posibilidades de esparcimiento y ocio al aire libre sin salir de nuestro hogar. Las zonas comunes se han diseñado en dos zonas únicas, donde se podrá disfrutar del entorno natural y todo tipo de actividades.  La urbanización de más de 7.000m2 tiene una cuidada vegetación compuesta por pinos mediterráneos, olivos y una gran variedad de vegetación arbustiva. Además, la urbanización cuenta con las siguientes zonas comunes privadas: piscinas, solárium, gimnasio, lobby, pádel, zona de chill-out exterior, zona de ping-pong y juegos infantiles, para seguir disfrutando de esas agradables noches de verano con la familia, amigos o en pareja.  IVA no incluido.",newdevelopment,2764.0,False,1,Dos Hermanas / Entrenúcleos,1978.3103448275863,47,5,1
103268743,83000.0,studio,45.0,0,1,37.4076345,-5.9357325,"Apartamento/estudio en venta en la zona del Palacio de Congresos. Este inmueble de 45m² se encuentra en la primera planta de un edificio de apartamentos de 4 plantas con ascensor. El piso cuenta con una sala de estar estupenda, cocina incorporada con menaje y electrodomésticos como vitrocerámica, frigorífico y microondas. Además, dispone de 2 camas y un cuarto de baño completo con bañera. El piso también ofrece comodidades como TV, aire acondicionado frío/calor y una terraza con vistas a jardines y piscina. El edificio cuenta con zonas verdes, pistas de tenis, conserje 24 horas. La ubicación es ideal, ya que está bien comunicado con el centro y otras zonas de Sevilla.  Este piso es perfecto tanto para vivir como para invertir. La comunidad tiene un coste de 98€ al mes.   Los gastos de notaría, registro, impuestos y honorarios de intermediación no están incluidos en el precio. Mejor ver.",good,1844.0,False,1,Sevilla / Sevilla este,1972.657894736842,55,1,1
103268648,230000.0,chalet,410.0,7,2,37.3362048,-6.1372884,"¡Descubre la elegancia de la vida en una casa señorial en el corazón de Bollullos de la Mitación! Esta impresionante residencia de 347 metros cuadrados construidos, distribuidos en dos plantas, ofrece un estilo de vida excepcional en un entorno encantador. Con 474 metros cuadrados de terreno, esta casa es un oasis de tranquilidad y comodidad. Al entrar, te recibirán tres dormitorios espaciosos y acogedores, tres salones que serán el corazón de tu nuevo hogar, una cocina completamente equipada y un cuarto de baño en planta baja. Además, disfrutarás de un práctico vestidor para mantener todo organizado. Imagina pasar las tardes en el porche cubierto, o explorar el grandísimo patio con espacio para tu propia piscina, barbacoa y mucho más. La propiedad tiene dos accesos: a través de la puerta principal de la vivienda o el conveniente garaje con vado privado del que dispone. Este hogar también está estratégicamente ubicado en la avenida principal del pueblo, brindándote acceso fácil a una amplia gama de comodidades. Tiendas, supermercados, restaurantes y bares están a pocos pasos de distancia. Además, el polideportivo, pistas de pádel, piscina municipal y el campo de fútbol te ofrecen innumerables opciones para mantenerte activo y socializar. La vivienda necesita ser reformada parcialmente. Vive la vida con estilo en esta casa señorial, donde la comodidad y la conveniencia se encuentran en un entorno pintoresco. ¡Esta es tu oportunidad para llamar a este lugar tu hogar! Gastos de Escritura, honorarios agencia e impuestos no incluidos.",good,561.0,False,1,Bollullos de la Mitacion / Bollullos de la Mitacion,1316.7142857142858,15,6,1
103259361,600000.0,flat,200.0,4,3,37.3931644,-5.9816546,"¡Bienvenidos a este magnífico piso en venta! Ubicado en una de las zonas más privilegiadas de la ciudad, este inmueble cuenta con todo lo que necesitas para vivir cómodamente. Con 4 dormitorios y 3 baños, este piso es perfecto para una familia grande o para aquellos que buscan tener espacio extra. El edificio de fachada regionalista es una joya arquitectónica que te enamorará a primera vista. Además, estarás a escasos metros del casco histórico, lo que te permitirá disfrutar de los encantos de la ciudad sin tener que desplazarte demasiado. La ubicación también es ideal para aquellos que necesitan moverse con frecuencia, ya que estarás cerca de la estación de Santa Justa y de la salida hacia el aeropuerto. Pero eso no es todo, este piso está rodeado de servicios como centros deportivos, centros educativos, comercios, etc. Al entrar al piso, te recibirán un espacioso hall de entrada y un enorme salón de 40 m2, perfecto para disfrutar de tus momentos de ocio. Además, uno de los dormitorios y el salón tienen balcón, lo que te permitirá disfrutar de vistas impresionantes. La cocina es independiente y muy amplia, perfecta para aquellos que disfrutan de cocinar. El pasillo te llevará a la zona de dormitorios, donde encontrarás 2 dormitorios dobles con armarios empotrados y un baño. El dormitorio principal es una verdadera joya, ya que cuenta con vestidor y baño incluido. Originalmente eran dos dormitorios unidos, lo que lo convierte en un espacio muy amplio y cómodo. ¡No pierdas la oportunidad de visitarlo!",good,3000.0,False,0,Sevilla / Centro,3612.091836734694,69,2,0
103267902,90000.0,flat,62.0,2,1,37.4087217,-5.9713176,"¡No pierdas la oportunidad de hacerte con este piso en venta en la Avenida San Juan de la Salle!  La Inmobiliaria Mar Toscano te trae esta vivienda para reformar a tu gusto, distribuida en un hall de entrada, cocina con acceso a un patio comunitario de uso privativo, salón con terraza, dos dormitorios (antes tres) y un baño. Además, cuenta con aire acondicionado frío/calor en el salón, ventanas de aluminio y una instalación de gas ciudad para agua caliente.  El edificio dispone de azotea transitable y la cuota de comunidad es de tan solo 45 euros al mes, incluyendo el agua. Este piso en venta de segunda mano/a reformar tiene una superficie construida de 62 m² y 58 m² útiles. La orientación es este-oeste, y está en la entreplanta del edificio, sin ascensor.  No pierdas la oportunidad de vivir en este magnífico piso. ¡Contacta con nosotros para más información! Precio de venta no incluye honorarios de agencia 3.500 Euros+IVA, impuestos ni gastos de compraventa. Documento D. I. A. disponible para el consumidor según Decreto 218/2005 Junta de Andalucía. ¡Te esperamos! Don't miss the opportunity to get this apartment for sale on Avenida San Juan de la Salle!  Mar Toscano Real Estate brings you this home to renovate to your liking, distributed in an entrance hall, kitchen with access to a community patio for private use, living room with terrace, two bedrooms (previously three) and a bathroom. In addition, it has hot/cold air conditioning in the living room, aluminum windows and a city gas installation for hot water. The building has a walkable roof terrace and the community fee is only 45 euros per month, including water. This second-hand apartment for sale/to be renovated has a constructed area of 62 m² and 58 m² useful area. The orientation is east-west, and it is on the mezzanine floor of the building, without an elevator. Don't miss the opportunity to live in this magnificent apartment. Contact us for more information! Sales price does not include agency fees 3,500 Euros+VAT, taxes or purchase and sale expenses. D. I. A. document available to the consumer according to Decree 218/2005 Junta de Andalucía. We will wait for you!",renew,1452.0,False,0,Sevilla / Santa Justa - Miraflores - Cruz Roja,2343.964912280702,48,2,0
103267997,95000.0,flat,62.0,3,1,37.4065971,-5.9736443,"MAGNÍFICA OPORTUNIDAD EN CAMPOS DE SORIA Te presentamos esta entreplanta de 62 m² distribuidos en hall recibidor, salón comedor, cocina con patio de uso privativo, baño completo con bañera y 2 habitaciones (antes 3). Destacada su ubicación por la cercanía a la Avenida de la Salle, Avenida Manuel del Valle y Carretera Carmona, a escaso minutos del hospital Macarena, numerosas facultades y al centro histórico de la ciudad, por lo que es ideal para inversores por su cercanía a la zona universitaria y también para personas que quieran emprender un nuevo proyecto de vida. Estupenda comunicación con la S30 y con líneas de autobús. Disponemos de un asesor financiero a su disposición, no dude en venir a visitarlo. El cliente tiene a su disposición el d. i. a. (documento informativo abreviado) en el precio de la vivienda no están incluidos los gastos de compraventa, ni de hipoteca si se necesitara. Los honorarios de la agencia no están incluidos en el precio.",good,1532.0,False,0,Sevilla / Santa Justa - Miraflores - Cruz Roja,2343.964912280702,48,2,0
103267817,1150000.0,flat,260.0,5,3,37.3866906,-5.9907933,"MAGNIFICA VIVIENDA EN PLENO CENTRO DE SEVILLA, EDIFICIO SEÑORIAL, EXCELENTE UBICACIÓN. CUENTA CON 2 PLAZAS DE GARAJES INCLUIDAS, CON LA COMODIDAD QUE ELLO SUPONE, en zona del centro histórico. Calle tranquila, muy cerca de LA CATEDRAL, zona muy demandada por su encanto. Tiene una superficie construida aproximada de 260 metros cuadrados y superficie útil aproximada de 221 metros cuadrados. La vivienda cuenta con gran salón - comedor muy luminoso, dividido por puerta abatible para individualizar las estancias, amplios ventanales de suelo a techo con salida a balcones con unas vistas excelentes. La cocina - office de grandes dimensiones (para los amantes del buen comer), con entrada independiente, zona de dormitorio o de plancha, lavadero y despensa. Tiene 5 amplios dormitorios con armarios empotrados, el principal en suite. Los 3 baños con que cuenta son de gran tamaño, uno en el dormitorio principal. La vivienda tiene suelos de parquet, amplios techos, grandes ventanales al exterior, aire acondicionado, portero físico. 2 PLAZAS DE GARAJES, con acceso directo desde el edificio y amplio TRASTERO. EL EDIFICIO CUENTA CON 2 patios estilo andaluz, con una fuente central y mucha vegetación, que crea un ambiente muy agradable y exquisito. NO LO DUDE, SOLICITE VISITA SIN COMPROMISO, estamos encantados de atenderles. Informamos a nuestros clientes que el precio de venta no incluye los honorarios de la agencia (1,5% + IVA).",good,4423.0,False,1,Sevilla / Centro,3612.091836734694,69,2,0
103267980,157000.0,flat,70.0,3,1,37.3985451,-5.9772418,"Piso en venta en Carretera Carmona, con una superficie de 70 metros cuadrados. Cuenta con 3 habitaciones (una de ellas con armario empotrado), baño completo, salón comedor amplio y luminoso con terraza, ideal para disfrutar de momentos en familia. La cocina es independiente y está completamente amueblada. Además, dispone de preinstalación de gas ciudad. El piso se encuentra en la tercera planta exterior sin ascensor. Su ubicación es inmejorable, lo que permite tener todos los servicios cercanos, como supermercados, parada de bus, restaurantes, colegios y parques. Contamos con un asesor inmobiliario y financiero disponible para ayudarte en todo el proceso de compra. Los gastos de compra-venta y financiación no están incluidos en el precio. Nuestra agencia se encargará de todos los trámites necesarios para que puedas adquirir esta oportunidad única. No dudes en contactarnos para obtener más información y concertar una visita.",renew,2243.0,False,0,Sevilla / Santa Justa - Miraflores - Cruz Roja,2343.964912280702,48,2,0
