size,precio_area / distrito,parking,codigo_tipo,piscina,total_rooms,price
69.0,12.945652173913043,0,2,0,3,1000.0
175.0,11.588235294117647,0,2,0,7,1550.0
178.0,12.310344827586206,1,2,0,6,1800.0
142.0,8.2,1,3,0,7,1300.0
60.0,8.333333333333334,0,2,0,3,650.0
80.0,9.5,1,2,1,4,750.0
90.0,9.947368421052632,0,2,0,6,800.0
121.0,12.945652173913043,0,2,0,6,1000.0
358.0,11.035087719298245,1,2,0,9,2600.0
371.0,12.142857142857142,1,6,1,9,4000.0
110.0,9.947368421052632,1,2,0,4,1200.0
106.0,12.310344827586206,0,2,0,4,1200.0
60.0,13.694444444444445,1,2,0,2,900.0
40.0,13.694444444444445,0,2,0,2,650.0
60.0,13.583710407239819,0,2,0,2,745.0
121.0,11.035087719298245,0,2,0,5,1200.0
145.0,9.11111111111111,1,5,0,4,750.0
85.0,12.310344827586206,0,2,0,3,1000.0
125.0,11.588235294117647,0,2,0,6,1300.0
50.0,9.11111111111111,0,2,0,2,550.0
170.0,13.583710407239819,0,5,0,5,3000.0
121.0,13.583710407239819,0,2,0,4,1550.0
65.0,11.588235294117647,0,2,0,3,750.0
55.0,13.583710407239819,0,2,0,2,850.0
85.0,9.11111111111111,0,2,0,6,950.0
110.0,11.035087719298245,0,2,0,4,900.0
83.0,10.777777777777779,1,5,0,3,1200.0
75.0,9.11111111111111,0,2,0,4,700.0
121.0,11.035087719298245,0,2,0,5,1200.0
115.0,9.11111111111111,1,2,1,5,987.0
140.0,13.583710407239819,0,2,0,6,1300.0
110.0,10.0,1,2,1,5,830.0
668.0,10.066666666666666,1,7,1,8,4000.0
110.0,13.583710407239819,0,2,0,4,1100.0
40.0,12.945652173913043,0,2,0,2,700.0
148.0,10.066666666666666,0,5,1,5,2200.0
90.0,10.666666666666666,0,2,0,3,750.0
251.0,10.066666666666666,1,7,1,6,2500.0
49.0,10.666666666666666,1,2,1,2,600.0
100.0,12.945652173913043,0,2,0,5,990.0
98.0,9.947368421052632,0,2,0,5,850.0
98.0,10.666666666666666,1,2,1,5,970.0
53.0,10.0,0,2,0,3,750.0
125.0,11.588235294117647,0,2,0,5,1350.0
165.0,6.217391304347826,1,3,0,5,850.0
50.0,13.694444444444445,0,2,0,3,850.0
81.0,10.954545454545455,0,2,0,5,900.0
90.0,12.310344827586206,1,2,0,4,900.0
119.0,10.666666666666666,1,2,0,4,800.0
66.0,11.588235294117647,0,2,0,4,990.0
72.0,10.666666666666666,0,2,1,3,850.0
70.0,13.583710407239819,0,2,0,4,1100.0
70.0,9.0,0,2,0,3,550.0
60.0,13.583710407239819,0,2,0,2,1000.0
96.0,13.583710407239819,0,2,0,4,950.0
115.0,9.11111111111111,1,2,1,5,986.0
69.0,9.11111111111111,1,2,0,3,690.0
220.0,13.583710407239819,0,2,0,7,2600.0
154.0,13.694444444444445,1,2,1,6,2100.0
50.0,12.222222222222221,1,2,1,2,650.0
72.0,9.11111111111111,0,2,0,4,750.0
66.0,12.945652173913043,0,2,0,2,970.0
57.0,10.666666666666666,1,2,1,2,650.0
60.0,13.583710407239819,0,2,0,3,600.0
95.0,9.88888888888889,1,2,1,5,950.0
75.0,13.583710407239819,0,2,0,3,800.0
49.0,12.310344827586206,0,2,1,3,740.0
60.0,13.583710407239819,0,5,0,2,1500.0
54.0,12.310344827586206,0,2,0,2,800.0
160.0,9.6,1,7,0,7,2150.0
70.0,8.0,1,2,0,5,698.0
96.0,9.11111111111111,0,2,0,4,750.0
215.0,8.0,1,7,1,8,2500.0
102.0,12.945652173913043,0,2,0,5,1600.0
381.0,7.2,0,5,0,15,4000.0
347.0,10.4,1,7,1,8,3000.0
85.0,9.88888888888889,1,2,1,4,995.0
103.0,12.310344827586206,0,2,0,4,1110.0
75.0,13.694444444444445,1,2,0,4,1200.0
118.0,13.694444444444445,0,3,0,5,1825.0
100.0,7.75,1,2,1,5,800.0
160.0,7.0,0,6,0,7,900.0
99.0,9.0,0,2,0,4,650.0
45.0,6.217391304347826,0,1,0,1,300.0
182.0,13.583710407239819,1,2,0,6,2000.0
90.0,12.310344827586206,1,2,0,4,1000.0
120.0,11.035087719298245,0,2,0,5,970.0
80.0,10.666666666666666,0,2,1,4,805.0
201.0,10.066666666666666,1,7,1,8,1900.0
450.0,10.4,1,5,1,7,4000.0
212.0,7.2,1,7,1,8,2200.0
76.0,13.583710407239819,0,2,0,3,800.0
95.0,10.954545454545455,0,2,0,6,1050.0
125.0,7.0,0,5,0,5,850.0
43.0,13.583710407239819,0,2,0,2,900.0
40.0,13.583710407239819,0,1,0,1,600.0
65.0,13.694444444444445,1,2,0,3,1450.0
225.0,6.217391304347826,0,7,0,3,1300.0
40.0,12.945652173913043,0,2,0,2,700.0
83.0,6.217391304347826,0,2,0,4,600.0
55.0,10.954545454545455,0,2,0,3,700.0
50.0,13.694444444444445,1,2,1,2,900.0
107.0,10.666666666666666,1,2,1,5,1000.0
65.0,9.947368421052632,0,2,0,4,1100.0
57.0,10.666666666666666,1,2,1,2,650.0
274.0,10.4,1,5,1,8,4500.0
135.0,10.954545454545455,1,2,0,6,1300.0
60.0,13.583710407239819,0,1,0,1,900.0
98.0,10.666666666666666,0,5,1,5,965.0
50.0,12.222222222222221,1,2,1,2,650.0
134.0,11.035087719298245,0,2,0,5,1400.0
58.0,12.945652173913043,0,2,0,2,800.0
80.0,11.588235294117647,1,2,0,4,795.0
41.0,9.947368421052632,0,2,0,2,650.0
85.0,12.945652173913043,0,2,0,3,950.0
130.0,11.035087719298245,0,2,0,5,1400.0
70.0,13.583710407239819,0,2,0,3,1100.0
110.0,9.6,1,2,1,5,1000.0
97.0,12.945652173913043,0,2,1,5,995.0
60.0,10.666666666666666,1,2,1,2,650.0
63.0,13.694444444444445,0,2,0,3,920.0
90.0,11.588235294117647,0,2,0,3,850.0
65.0,12.945652173913043,0,2,0,3,950.0
60.0,9.11111111111111,0,2,0,4,850.0
120.0,8.666666666666666,1,2,1,5,1100.0
135.0,13.694444444444445,0,1,0,2,1850.0
95.0,13.583710407239819,0,2,0,4,1500.0
86.0,13.583710407239819,0,2,0,3,1350.0
47.0,9.333333333333334,1,2,0,2,475.0
145.0,9.6,1,2,1,6,1200.0
88.0,12.310344827586206,1,2,0,4,1050.0
55.0,13.694444444444445,0,2,0,3,680.0
340.0,5.5,1,6,1,7,1900.0
121.0,6.217391304347826,0,2,0,5,550.0
80.0,13.583710407239819,0,2,0,3,925.0
225.0,9.125,1,7,1,6,2200.0
70.0,10.666666666666666,1,2,0,4,700.0
160.0,11.035087719298245,0,2,0,6,1550.0
43.0,13.583710407239819,0,2,0,2,750.0
150.0,7.2,0,7,1,7,1100.0
73.0,13.583710407239819,0,2,0,2,900.0
115.0,13.694444444444445,1,2,0,5,1200.0
66.0,13.694444444444445,0,1,0,1,800.0
120.0,12.945652173913043,0,2,0,5,1400.0
310.0,7.2,1,7,1,9,2500.0
400.0,10.4,1,7,1,11,4000.0
60.0,13.583710407239819,0,2,0,2,825.0
50.0,10.666666666666666,1,2,1,2,630.0
60.0,11.035087719298245,0,2,0,2,800.0
65.0,9.5,0,2,0,4,575.0
110.0,10.954545454545455,1,5,0,6,950.0
130.0,13.583710407239819,0,2,0,5,1200.0
121.0,7.6923076923076925,0,7,0,5,800.0
47.0,13.0,0,2,0,2,650.0
75.0,11.035087719298245,0,2,0,4,850.0
65.0,13.694444444444445,1,2,1,2,900.0
90.0,12.945652173913043,0,3,0,4,1200.0
70.0,11.035087719298245,0,2,0,4,850.0
55.0,9.11111111111111,0,2,0,2,650.0
494.0,12.142857142857142,1,7,1,12,5000.0
120.0,12.222222222222221,0,2,1,7,1300.0
100.0,10.954545454545455,0,2,0,6,1000.0
200.0,12.310344827586206,1,2,0,7,3500.0
200.0,9.0,1,5,1,8,2500.0
110.0,11.588235294117647,0,2,1,5,1400.0
75.0,11.0,1,7,0,3,800.0
64.0,13.0,1,2,1,2,750.0
70.0,13.583710407239819,0,2,0,4,1550.0
92.0,10.666666666666666,0,2,0,5,900.0
120.0,9.11111111111111,1,2,1,5,988.0
78.0,12.945652173913043,0,2,0,4,900.0
129.0,12.945652173913043,0,2,0,6,1200.0
120.0,10.0,0,7,1,5,1150.0
173.0,7.2,1,7,0,6,900.0
90.0,13.583710407239819,0,5,0,3,1300.0
350.0,6.25,1,7,0,8,2500.0
116.0,7.6923076923076925,0,2,0,5,620.0
140.0,13.583710407239819,1,2,0,6,1300.0
115.0,13.694444444444445,1,2,1,2,900.0
82.0,13.694444444444445,0,2,0,4,900.0
30.0,9.333333333333334,1,1,0,1,375.0
90.0,11.035087719298245,0,2,0,4,850.0
165.0,13.583710407239819,0,2,0,7,1900.0
170.0,13.694444444444445,1,5,0,6,2950.0
65.0,13.583710407239819,0,2,0,3,650.0
95.0,11.588235294117647,1,2,1,3,1100.0
116.0,9.11111111111111,1,2,1,5,965.0
58.0,10.777777777777779,0,2,0,3,850.0
165.0,13.583710407239819,1,2,0,4,2600.0
70.0,11.035087719298245,0,5,0,3,850.0
70.0,13.583710407239819,0,2,0,4,1300.0
80.0,10.666666666666666,1,2,1,4,865.0
40.0,11.035087719298245,1,2,0,2,790.0
260.0,9.11111111111111,0,7,0,8,1600.0
45.0,13.583710407239819,0,1,0,1,800.0
86.0,11.588235294117647,0,4,1,4,1000.0
70.0,12.945652173913043,0,2,0,3,1000.0
245.0,9.125,1,7,1,7,1800.0
86.0,13.583710407239819,0,2,0,3,700.0
75.0,13.694444444444445,0,2,0,3,875.0
70.0,10.0,0,2,0,4,700.0
90.0,13.694444444444445,0,5,0,4,1100.0
88.0,13.583710407239819,0,2,0,3,780.0
65.0,8.0,0,2,0,4,600.0
174.0,11.035087719298245,0,2,0,8,1500.0
